Site,Latitude,Longitude,Barcode,FilterId,SampleDate,FilterType,LotId,AnalysisDate,AnalysisTime,CalibrationSetId,DepositArea_cm2,Volume_m3,Parameter,MassLoading_ug,Concentration,MDL,Uncertainty,FilterComments,DataSource,Concentration_Units,MDL_Units,MassLoading_Units
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,2.05,0.1215277777777777,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,0.12,0.1215277777777777,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Phosphate_Ion_PM2.5,,0.01,0.0,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Potassium_Ion_PM2.5,,0.06,0.30047124,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Potassium_PM2.5,,30.45,0.0424,0.0258,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Rubidium_PM2.5,,0.49,0.002,0.0012,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Selenium_PM2.5,,0.15,0.0005,0.0003,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Silicon_PM2.5,,201.06,0.0536,0.0326,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sodium_Ion_PM2.5,,0.29,0.4828359,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sodium_PM2.5,,249.35,0.1638,0.0996,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Strontium_PM2.5,,0.83,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sulfate_Ion_PM2.5,,0.98,0.2256273493333333,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sulfur_PM2.5,,420.69,0.0131,0.008,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Tin_PM2.5,,-1.03,0.0297,0.0181,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Titanium_PM2.5,,6.52,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Vanadium_PM2.5,,0.34,0.0004,0.0002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0136,2022-08-09,PM2.5,,,,ChemSpec_516,,,ChemSpec_Zinc_PM2.5,,2.26,0.01,0.0061,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-26,09:34:32,11,3.53,7.2,EC_ftir,4.07477436037351,0.56594088338521,0.413856645997121,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-20,14:44:21,HIPS,3.53,7.2,HIPS_Fabs,,5.393161727,,,gridded,HIPS,Mm-1,,
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-20,14:44:21,HIPS,3.53,7.2,HIPS_Intercept,,2423.6,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-20,14:44:21,HIPS,3.53,7.2,HIPS_MDL,,1.568888889,1.568888889,,gridded,HIPS,Mm-1,Mm-1,
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-20,14:44:21,HIPS,3.53,7.2,HIPS_R1,,250.0,,,gridded,HIPS,K,,
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-20,14:44:21,HIPS,3.53,7.2,HIPS_Slope,,-6.033,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-20,14:44:21,HIPS,3.53,7.2,HIPS_T1,,820.0,,,gridded,HIPS,K,,
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-20,14:44:21,HIPS,3.53,7.2,HIPS_Uncertainty,,0.758841224,,0.758841224,gridded,HIPS,Mm-1,,
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-20,14:44:21,HIPS,3.53,7.2,HIPS_r,,0.622318039,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-20,14:44:21,HIPS,3.53,7.2,HIPS_t,,0.33833966,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-20,14:44:21,HIPS,3.53,7.2,HIPS_tau,,0.110002166,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-26,09:34:32,12,3.53,7.2,OC_ftir,14.7524779087263,2.04895526510088,0.871064091086527,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-26,09:34:32,PF,3.53,7.2,OM,14.8258264239544,2.05914255888256,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-26,09:34:32,PF,3.53,7.2,alcoholCOH,5.15736891953972,0.716301238824961,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-26,09:34:32,PF,3.53,7.2,alkaneCH,3.63077333067173,0.504274073704407,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-26,09:34:32,PF,3.53,7.2,carboxylicCOOH,1.74181585973398,0.241918869407498,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206038,USPA-0136-8,2022-08-09,PM2.5,251.0,2022-10-26,09:34:32,PF,3.53,7.2,naCO,4.29586831400898,0.596648376945692,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Aluminum_PM2.5,,47.89,0.019,0.0115,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_316,,,ChemSpec_Ammonium_Ion_PM2.5,,0.19,0.3186,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Antimony_PM2.5,,1.57,0.0265,0.0161,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Arsenic_PM2.5,,0.34,0.0016,0.001,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_221,,,ChemSpec_BC_PM2.5,,0.64,,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cadmium_PM2.5,,-2.75,0.0092,0.0056,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_316,,,ChemSpec_Calcium_Ion_PM2.5,,0.32,1.8345081827999996,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Calcium_PM2.5,,84.47,0.0321,0.0195,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cerium_PM2.5,,1.27,0.0011,0.0007,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chlorine_PM2.5,,15.25,0.075,0.0456,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chromium_PM2.5,,-0.49,0.0037,0.0023,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cobalt_PM2.5,,0.49,0.0007,0.0004,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Copper_PM2.5,,1.81,0.0247,0.015,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.59,0.0556944444444444,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.06,0.0556944444444444,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_116,,,ChemSpec_Filter_PM2.5_mass,,7.62,,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Iron_PM2.5,,86.48,0.016,0.0098,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Lead_PM2.5,,1.57,0.0029,0.0018,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_316,,,ChemSpec_Magnesium_Ion_PM2.5,,0.04,0.0611730133333333,,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Magnesium_PM2.5,,83.39,0.1634,0.0993,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Manganese_PM2.5,,1.81,0.0074,0.0045,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Nickel_PM2.5,,-1.03,0.0068,0.0042,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrate_Ion_PM2.5,,0.36,1.201635928,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrite_Ion_PM2.5,,0.05,0.3049276266666667,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,1.94,0.1215277777777777,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,0.12,0.1215277777777777,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_316,,,ChemSpec_Phosphate_Ion_PM2.5,,0.0,0.0,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_316,,,ChemSpec_Potassium_Ion_PM2.5,,0.05,0.30047124,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Potassium_PM2.5,,32.7,0.0424,0.0258,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Rubidium_PM2.5,,1.57,0.002,0.0012,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Selenium_PM2.5,,0.54,0.0005,0.0003,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Silicon_PM2.5,,141.53,0.0536,0.0326,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sodium_Ion_PM2.5,,0.3,0.4828359,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sodium_PM2.5,,210.52,0.1638,0.0996,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Strontium_PM2.5,,3.28,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sulfate_Ion_PM2.5,,0.87,0.2256273493333333,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sulfur_PM2.5,,376.18,0.0131,0.008,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Tin_PM2.5,,-2.84,0.0297,0.0181,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Titanium_PM2.5,,6.86,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Vanadium_PM2.5,,0.05,0.0004,0.0002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0137,2022-08-12,PM2.5,,,,ChemSpec_516,,,ChemSpec_Zinc_PM2.5,,5.2,0.01,0.0061,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-26,09:39:50,11,3.53,7.2,EC_ftir,4.25203520492463,0.590560445128421,0.413856645997121,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-20,14:44:29,HIPS,3.53,7.2,HIPS_Fabs,,6.423051749,,,gridded,HIPS,Mm-1,,
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-20,14:44:29,HIPS,3.53,7.2,HIPS_Intercept,,2423.6,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-20,14:44:29,HIPS,3.53,7.2,HIPS_MDL,,1.568888889,1.568888889,,gridded,HIPS,Mm-1,Mm-1,
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-20,14:44:29,HIPS,3.53,7.2,HIPS_R1,,243.0,,,gridded,HIPS,K,,
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-20,14:44:29,HIPS,3.53,7.2,HIPS_Slope,,-6.033,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-20,14:44:29,HIPS,3.53,7.2,HIPS_T1,,840.0,,,gridded,HIPS,K,,
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-20,14:44:29,HIPS,3.53,7.2,HIPS_Uncertainty,,0.787178407,,0.787178407,gridded,HIPS,Mm-1,,
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-20,14:44:29,HIPS,3.53,7.2,HIPS_r,,0.604893134,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-20,14:44:29,HIPS,3.53,7.2,HIPS_t,,0.346591847,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-20,14:44:29,HIPS,3.53,7.2,HIPS_tau,,0.131008421,,,gridded,HIPS,dimensionless,,
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-26,09:39:50,12,3.53,7.2,OC_ftir,13.9345433174265,1.93535323853146,0.871064091086527,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-26,09:39:50,PF,3.53,7.2,OM,15.1278009536881,2.10108346579002,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-26,09:39:50,PF,3.53,7.2,alcoholCOH,5.67886843089873,0.788731726513713,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-26,09:39:50,PF,3.53,7.2,alkaneCH,3.72905235745909,0.517923938535985,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-26,09:39:50,PF,3.53,7.2,carboxylicCOOH,1.61271950563703,0.223988820227365,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,206039,USPA-0137-1,2022-08-12,PM2.5,251.0,2022-10-26,09:39:50,PF,3.53,7.2,naCO,4.10716065969327,0.570438980512954,,,gridded,FTIR,ug/m3,ug/m3,ug
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Aluminum_PM2.5,,80.83,0.019,0.0115,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_316,,,ChemSpec_Ammonium_Ion_PM2.5,,0.29,0.3186,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Antimony_PM2.5,,9.36,0.0265,0.0161,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Arsenic_PM2.5,,0.54,0.0016,0.001,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_221,,,ChemSpec_BC_PM2.5,,0.51,,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cadmium_PM2.5,,0.15,0.0092,0.0056,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_316,,,ChemSpec_Calcium_Ion_PM2.5,,0.19,1.8345081827999996,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Calcium_PM2.5,,99.52,0.0321,0.0195,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cerium_PM2.5,,-0.1,0.0011,0.0007,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chlorine_PM2.5,,8.97,0.075,0.0456,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Chromium_PM2.5,,0.49,0.0037,0.0023,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Cobalt_PM2.5,,0.29,0.0007,0.0004,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Copper_PM2.5,,-2.11,0.0247,0.015,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.5,0.0556944444444444,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_218,,,ChemSpec_EC_PM2.5,,0.06,0.0556944444444444,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_116,,,ChemSpec_Filter_PM2.5_mass,,9.65,,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Iron_PM2.5,,101.48,0.016,0.0098,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Lead_PM2.5,,0.69,0.0029,0.0018,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_316,,,ChemSpec_Magnesium_Ion_PM2.5,,0.06,0.0611730133333333,,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Magnesium_PM2.5,,55.55,0.1634,0.0993,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Manganese_PM2.5,,1.96,0.0074,0.0045,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Nickel_PM2.5,,-0.64,0.0068,0.0042,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrate_Ion_PM2.5,,0.54,1.201635928,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_316,,,ChemSpec_Nitrite_Ion_PM2.5,,0.03,0.3049276266666667,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,2.1,0.1215277777777777,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_218,,,ChemSpec_OC_PM2.5,,0.12,0.1215277777777777,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_316,,,ChemSpec_Phosphate_Ion_PM2.5,,0.0,0.0,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_316,,,ChemSpec_Potassium_Ion_PM2.5,,0.08,0.30047124,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Potassium_PM2.5,,46.57,0.0424,0.0258,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Rubidium_PM2.5,,0.98,0.002,0.0012,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Selenium_PM2.5,,0.49,0.0005,0.0003,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Silicon_PM2.5,,236.78,0.0536,0.0326,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sodium_Ion_PM2.5,,0.54,0.4828359,,SGP,ChemSpec,ug/m3,ug/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Sodium_PM2.5,,411.97,0.1638,0.0996,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_516,,,ChemSpec_Strontium_PM2.5,,2.01,0.0032,0.002,SGP,ChemSpec,ng/m3,ng/m3,
USPA,34.199433,-118.17317,,USPA-0138,2022-08-15,PM2.5,,,,ChemSpec_316,,,ChemSpec_Sulfate_Ion_PM2.5,,1.46,0.2256273493333333,,SGP,ChemSpec,ug/m3,ug/m3,
